web_scraper_order,web_scraper_start_url,container_url,type habits,prix,adresse,image_lien
"1766798869-172","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/dialab-3-pieces-3ans-jusqua-16ans-5228280","Dialab 3 pièces  3ans jusqua 16ans","12 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5228280_uploaded_image1_1741779191.jpg)
background-image:url(https://images.coinafrique.com/thumb_5228280_uploaded_image2_1741779192.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5228280_uploaded_image3_1741779192.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5228280_uploaded_image4_1741779192.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5228280_uploaded_image5_1741779192.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5228280_uploaded_image6_1741779192.jpeg)"
"1766798883-173","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/dialab-5228687","Dialab","15 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5228687_uploaded_image1_1741791237.jpg)
background-image:url(https://images.coinafrique.com/thumb_5228687_uploaded_image2_1741791238.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5228687_uploaded_image3_1741791238.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5228687_uploaded_image4_1741791238.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5228687_uploaded_image5_1741791238.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5228687_uploaded_image6_1741791238.jpeg)"
"1766798894-174","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/dialaba-2-pieces-5233364","Dialaba  2 pièces","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5233364_uploaded_image1_1742035732.jpg)
background-image:url(https://images.coinafrique.com/thumb_5233364_uploaded_image2_1742035733.jpeg)"
"1766798905-175","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-5283005","Robes enfant","Prix sur demande","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5283005_uploaded_image1_1744727750.jpg)
background-image:url(https://images.coinafrique.com/thumb_5283005_uploaded_image2_1744727751.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5283005_uploaded_image3_1744727751.jpeg)"
"1766798915-176","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-5283049","Robes enfant","Prix sur demande","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5283049_uploaded_image1_1744729140.jpg)
background-image:url(https://images.coinafrique.com/thumb_5283049_uploaded_image2_1744729140.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5283049_uploaded_image3_1744729140.jpeg)"
"1766798931-177","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-afne-5243665","Robe Afne","15 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5243665_uploaded_image1_1742560242.jpg)
background-image:url(https://images.coinafrique.com/thumb_5243665_uploaded_image2_1742560242.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5243665_uploaded_image3_1742560242.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5243665_uploaded_image4_1742560242.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5243665_uploaded_image5_1742560242.jpeg)"
"1766798943-178","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetement-enfant-5256504","Sous vetement enfant","1 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg)
background-image:url(https://images.coinafrique.com/thumb_5256504_uploaded_image2_1743272005.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5256504_uploaded_image3_1743272005.jpeg)"
"1766798955-179","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/djalaba-5257015","Djalaba","7 500 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5257015_uploaded_image1_1743325512.jpg)
background-image:url(https://images.coinafrique.com/thumb_5257015_uploaded_image2_1743325513.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5257015_uploaded_image3_1743325513.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5257015_uploaded_image4_1743325513.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5257015_uploaded_image5_1743325513.jpeg)"
"1766798966-180","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/abaya-pour-anfna-5263587","Abaya pour Anfna","10 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5263587_uploaded_image1_1743688774.jpg)
background-image:url(https://images.coinafrique.com/thumb_5263587_uploaded_image2_1743688775.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5263587_uploaded_image3_1743688775.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5263587_uploaded_image4_1743688775.jpeg)"
"1766798977-181","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfants-5263591","Chemise enfants","15 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5263591_uploaded_image1_1743688903.jpg)
background-image:url(https://images.coinafrique.com/thumb_5263591_uploaded_image2_1743688903.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5263591_uploaded_image3_1743688903.jpeg)"
"1766798986-182","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-5308995","Ensemble pour enfants","6 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5308995_uploaded_image1_1746217632.jpg)
background-image:url(https://images.coinafrique.com/thumb_5308995_uploaded_image2_1746220324.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5308995_uploaded_image3_1746220324.jpeg)"
"1766798999-183","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-5309001","Ensemble enfants","6 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5309001_uploaded_image1_1746217790.jpg)"
"1766799011-184","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-5309005","Ensemble pour enfants","6 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5309005_uploaded_image1_1746217976.jpg)
background-image:url(https://images.coinafrique.com/thumb_5309005_uploaded_image2_1746220166.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5309005_uploaded_image3_1746220166.jpeg)"
"1766799027-185","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-5312820","Vetement enfant","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg)
background-image:url(https://images.coinafrique.com/thumb_5312820_uploaded_image2_1746452802.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5312820_uploaded_image3_1746452802.jpeg)"
"1766799041-186","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/brassiere-kids-5321500","Brassière kids","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5321500_uploaded_image1_1746889004.jpg)
background-image:url(https://images.coinafrique.com/thumb_5321500_uploaded_image2_1746889005.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5321500_uploaded_image3_1746889005.jpeg)"
"1766799055-187","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/gamme-et-vetement-pour-bebe-5281278","Gamme et vetement pour bébé","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5281278_uploaded_image1_1744639447.jpg)
background-image:url(https://images.coinafrique.com/thumb_5281278_uploaded_image2_1744639448.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5281278_uploaded_image3_1744639448.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5281278_uploaded_image4_1744639448.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5281278_uploaded_image5_1744639448.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5281278_uploaded_image6_1744639448.jpeg)"
"1766799066-188","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-et-accessoires-pour-bebe-5281282","Vetements et accéssoires pour bébé","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5281282_uploaded_image1_1744639610.jpg)
background-image:url(https://images.coinafrique.com/thumb_5281282_uploaded_image2_1744639610.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5281282_uploaded_image3_1744639610.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5281282_uploaded_image4_1744639610.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5281282_uploaded_image5_1744639610.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5281282_uploaded_image6_1744639610.jpeg)"
"1766799081-189","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/emsemble-coton-5289213","Emsemble  Coton","6 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5289213_uploaded_image1_1745070585.jpg)
background-image:url(https://images.coinafrique.com/thumb_5289213_uploaded_image2_1745070585.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5289213_uploaded_image3_1745070585.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5289213_uploaded_image4_1745070585.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5289213_uploaded_image5_1745070585.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5289213_uploaded_image6_1745070585.jpeg)"
"1766799094-190","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/emsemble-coton-5290112","Emsemble coton","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5290112_uploaded_image1_1745150419.jpg)
background-image:url(https://images.coinafrique.com/thumb_5290112_uploaded_image2_1745150419.jpeg)"
"1766799114-191","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-5336896","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5336896_uploaded_image1_1747744426.jpg)"
"1766799124-192","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-5328806","Ensemble pour enfants","8 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5328806_uploaded_image1_1747290315.jpg)
background-image:url(https://images.coinafrique.com/thumb_5328806_uploaded_image2_1747290316.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5328806_uploaded_image3_1747290316.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5328806_uploaded_image4_1747290316.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5328806_uploaded_image5_1747290316.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5328806_uploaded_image6_1747290316.jpeg)"
"1766799135-193","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-enfant-5385294","Habillement enfant","4 000 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5385294_uploaded_image1_1750506744.37.jpeg)"
"1766799147-194","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-bebe-5385356","Ensemble pour bébé","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5385356_uploaded_image1_1750509151.08.jpeg)"
"1766799160-195","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-5385364","Ensemble enfant","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5385364_uploaded_image1_1750509649.41.jpeg)"
"1766799173-196","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-5385373","Ensemble bébé","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5385373_uploaded_image1_1750509886.51.jpeg)"
"1766799183-197","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/survetement-coton-pour-enfants-5342624","Survêtement coton pour enfants","1 500 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5342624_uploaded_image1_1748034284.jpg)
background-image:url(https://images.coinafrique.com/thumb_5342624_uploaded_image2_1748034284.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342624_uploaded_image3_1748034284.jpeg)"
"1766799194-198","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-coton-5342628","Ensemble pour enfants coton","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5342628_uploaded_image1_1748034550.jpg)
background-image:url(https://images.coinafrique.com/thumb_5342628_uploaded_image2_1748034550.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342628_uploaded_image3_1748034550.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342628_uploaded_image4_1748034550.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342628_uploaded_image5_1748034550.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342628_uploaded_image6_1748034550.jpeg)"
"1766799207-199","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-6mois-a-4ans-5342633","Ensemble pour enfants 6mois à 4ans","4 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5342633_uploaded_image1_1748034778.jpg)
background-image:url(https://images.coinafrique.com/thumb_5342633_uploaded_image2_1748034778.jpeg)"
"1766799219-200","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-de-3ans-jusqua-8ans-5342638","Ensemble pour enfants de 3ans jusqu'à 8ans","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5342638_uploaded_image1_1748035029.jpg)
background-image:url(https://images.coinafrique.com/thumb_5342638_uploaded_image2_1748035029.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342638_uploaded_image3_1748035029.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342638_uploaded_image4_1748035029.jpeg)"
"1766799230-201","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-de-2ans-a-12ans-5342643","Ensemble pour enfants de 2ans a 12ans","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5342643_uploaded_image1_1748035562.jpg)
background-image:url(https://images.coinafrique.com/thumb_5342643_uploaded_image2_1748035562.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342643_uploaded_image3_1748035562.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342643_uploaded_image4_1748035562.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342643_uploaded_image5_1748035562.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342643_uploaded_image6_1748035562.jpeg)"
"1766799243-202","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-de-2ans-a-6ans-coton-5342650","Ensemble pour enfants de 2ans a 6ans coton","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5342650_uploaded_image1_1748035854.jpg)
background-image:url(https://images.coinafrique.com/thumb_5342650_uploaded_image2_1748035854.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342650_uploaded_image3_1748035854.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342650_uploaded_image4_1748035854.jpeg)"
"1766799256-203","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-de-1ans-a-3ans-5342641","Ensemble pour enfants de 1ans à 3ans","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5342641_uploaded_image1_1748035425.jpg)
background-image:url(https://images.coinafrique.com/thumb_5342641_uploaded_image2_1748035425.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342641_uploaded_image3_1748035425.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342641_uploaded_image4_1748035425.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342641_uploaded_image5_1748035425.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5342641_uploaded_image6_1748035425.jpeg)"
"1766799269-204","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/emsemble-pour-enfants-3-pieces-5344462","Emsemble pour enfants 3 pièces","8 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5344462_uploaded_image1_1748167236.jpg)
background-image:url(https://images.coinafrique.com/thumb_5344462_uploaded_image2_1748167236.jpeg)"
"1766799280-205","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/polo-lacoste-pour-enfants-5344468","Polo Lacoste pour enfants","4 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5344468_uploaded_image1_1748167535.jpg)
background-image:url(https://images.coinafrique.com/thumb_5344468_uploaded_image2_1748167535.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5344468_uploaded_image3_1748167535.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5344468_uploaded_image4_1748167535.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5344468_uploaded_image5_1748167535.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5344468_uploaded_image6_1748167535.jpeg)"
"1766799291-206","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-5344473","Robe","10 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5344473_uploaded_image1_1748167713.jpg)
background-image:url(https://images.coinafrique.com/thumb_5344473_uploaded_image2_1748167714.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5344473_uploaded_image3_1748167714.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5344473_uploaded_image4_1748167714.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5344473_uploaded_image5_1748167714.jpeg)"
"1766799304-207","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-5344465","Robe pour enfants","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5344465_uploaded_image1_1748167330.jpg)
background-image:url(https://images.coinafrique.com/thumb_5344465_uploaded_image2_1748167330.jpeg)"
"1766799315-208","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-enfant-5364545","Ensemble short enfant","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5364545_uploaded_image1_1749327684.jpg)
background-image:url(https://images.coinafrique.com/thumb_5364545_uploaded_image2_1749327684.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5364545_uploaded_image3_1749327684.jpeg)"
"1766799325-209","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-5364552","Robe enfant","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5364552_uploaded_image1_1749328164.jpg)
background-image:url(https://images.coinafrique.com/thumb_5364552_uploaded_image2_1749328164.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5364552_uploaded_image3_1749328164.jpeg)"
"1766799338-210","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-5364583","Robe enfant","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5364583_uploaded_image1_1749330317.jpg)
background-image:url(https://images.coinafrique.com/thumb_5364583_uploaded_image2_1749330317.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5364583_uploaded_image3_1749330317.jpeg)"
"1766799351-211","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-jeune-fille-5365674","Ensemble pour jeune fille","10 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5365674_uploaded_image1_1749416491.jpg)
background-image:url(https://images.coinafrique.com/thumb_5365674_uploaded_image2_1749416492.jpeg)"
"1766799364-212","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-5411543","Vêtements enfants","3 500 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5411543_uploaded_image1_1751909046.jpg)
background-image:url(https://images.coinafrique.com/thumb_5411543_uploaded_image2_1751909046.jpeg)"
"1766799378-213","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/djalabe-pour-enfants-5374426","Djalabé pour enfants","10 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5374426_uploaded_image1_1749913743.jpg)
background-image:url(https://images.coinafrique.com/thumb_5374426_uploaded_image2_1749913744.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374426_uploaded_image3_1749913744.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374426_uploaded_image4_1749913744.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374426_uploaded_image5_1749913744.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374426_uploaded_image6_1749913744.jpeg)"
"1766799389-214","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-dete-pour-fille-5428559","Vêtements d'été pour fille","3 500 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5428559_uploaded_image1_1752775679.jpg)
background-image:url(https://images.coinafrique.com/thumb_5428559_uploaded_image2_1752775679.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5428559_uploaded_image3_1752775679.jpeg)"
"1766799401-215","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-nuafna-melange-geginer-5427239","Robe nuafna mélange géginer","10 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5427239_uploaded_image1_1752708596.jpg)
background-image:url(https://images.coinafrique.com/thumb_5427239_uploaded_image2_1752708596.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5427239_uploaded_image3_1752708596.jpeg)"
"1766799413-216","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bas-large-5478990","Ensemble bas-large","6 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5478990_uploaded_image1_1755394245.jpg)
background-image:url(https://images.coinafrique.com/thumb_5478990_uploaded_image2_1755394246.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5478990_uploaded_image3_1755394246.jpeg)"
"1766799425-217","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-5520806","Vêtements pour enfants","3 500 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5520806_uploaded_image1_1757613666.jpg)
background-image:url(https://images.coinafrique.com/thumb_5520806_uploaded_image2_1757613667.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5520806_uploaded_image3_1757613667.jpeg)"
"1766799436-218","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-5520979","Vêtements pour enfants","3 500 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5520979_uploaded_image1_1757622379.jpg)
background-image:url(https://images.coinafrique.com/thumb_5520979_uploaded_image2_1757622379.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5520979_uploaded_image3_1757622379.jpeg)"
"1766799449-219","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-5520983","Vêtements pour enfants","4 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5520983_uploaded_image1_1757622690.jpg)
background-image:url(https://images.coinafrique.com/thumb_5520983_uploaded_image2_1757622691.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5520983_uploaded_image3_1757622691.jpeg)"
"1766799461-220","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-5520989","Vêtements pour enfants","3 500 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5520989_uploaded_image1_1757622885.jpg)
background-image:url(https://images.coinafrique.com/thumb_5520989_uploaded_image2_1757622886.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5520989_uploaded_image3_1757622886.jpeg)"
"1766799474-221","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-lacost-pour-garcon-5524048","Ensembles lacost pour garçon","3 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5524048_uploaded_image1_1757787175.jpg)
background-image:url(https://images.coinafrique.com/thumb_5524048_uploaded_image2_1757787176.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5524048_uploaded_image3_1757787176.jpeg)"
"1766799484-222","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-5528003","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5528003_uploaded_image1_1758017605.jpg)
background-image:url(https://images.coinafrique.com/thumb_5528003_uploaded_image2_1758017606.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5528003_uploaded_image3_1758017606.jpeg)"
"1766799497-223","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-5528006","Pantalon  enfant","100 000 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5528006_uploaded_image1_1758017811.jpg)
background-image:url(https://images.coinafrique.com/thumb_5528006_uploaded_image2_1758017811.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5528006_uploaded_image3_1758017811.jpeg)"
