web_scraper_order,web_scraper_start_url,container_url,type chaussures,prix,adresse,image_lien
"1766819653-72","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3641537","Chaussures enfants","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3641537_uploaded_image1_1649258723.jpg)
background-image:url(https://images.coinafrique.com/thumb_3641537_uploaded_image2_1649258724.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3641537_uploaded_image3_1649258724.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3641537_uploaded_image4_1649258724.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3641537_uploaded_image5_1649258724.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3641537_uploaded_image6_1649258724.jpeg)"
"1766819661-73","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3690626","Baskets enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3690626_uploaded_image1_1652255965.jpg)"
"1766819671-74","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3699436","Chaussures enfants","13 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3699436_uploaded_image1_1652782683.jpg)
background-image:url(https://images.coinafrique.com/thumb_3699436_uploaded_image2_1652782684.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3699436_uploaded_image3_1652782684.jpeg)"
"1766819680-75","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3672156","Chaussures enfants","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg)
background-image:url(https://images.coinafrique.com/thumb_3672156_uploaded_image2_1651092640.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3672156_uploaded_image3_1651092640.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3672156_uploaded_image4_1651092640.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3672156_uploaded_image5_1651092640.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3672156_uploaded_image6_1651092640.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3672156_uploaded_image7_1651092640.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3672156_uploaded_image8_1651092640.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3672156_uploaded_image9_1651092640.jpeg)"
"1766819689-76","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3704967","Chaussures bébé","1 500 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3704967_uploaded_image1_1653083833.jpg)
background-image:url(https://images.coinafrique.com/thumb_3704967_uploaded_image2_1653083833.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3704967_uploaded_image3_1653083833.jpeg)"
"1766819698-77","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-3768510","Claquettes enfant","1 250 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg)
background-image:url(https://images.coinafrique.com/thumb_3768510_uploaded_image2_1656771169.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3768510_uploaded_image3_1656771169.jpeg)"
"1766819706-78","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3771424","Chaussures enfant","12 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3771424_uploaded_image1_1656942212.jpg)
background-image:url(https://images.coinafrique.com/thumb_3771424_uploaded_image2_1656942212.jpeg)"
"1766819715-79","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3777592","Chaussures enfants","7 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3777592_uploaded_image1_1657274783.jpg)"
"1766819723-80","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3777593","Chaussures enfants","7 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3777593_uploaded_image1_1657274825.jpg)"
"1766819733-81","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-africaines-enfants-3778619","Sandales africaines enfants","1 500 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3778619_uploaded_image1_1657354885.jpg)"
"1766819752-82","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3824846","Chaussures enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3824846_uploaded_image1_1660191219.jpg)"
"1766819761-83","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3804708","Chaussures enfants","5 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3804708_uploaded_image1_1659095376.jpg)"
"1766819769-84","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3848408","Baskets enfant","12 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3848408_uploaded_image1_1661541004.jpg)
background-image:url(https://images.coinafrique.com/thumb_3848408_uploaded_image2_1661541004.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3848408_uploaded_image3_1661541004.jpeg)"
"1766819778-85","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3851925","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3851925_uploaded_image1_1661800790.jpg)"
"1766819786-86","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3853480","Chaussures fille","2 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3853480_uploaded_image1_1661882766.jpg)"
"1766819796-87","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3853482","Chaussures fille","3 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3853482_uploaded_image1_1661882915.jpg)
background-image:url(https://images.coinafrique.com/thumb_3853482_uploaded_image2_1661882916.jpeg)"
"1766819806-88","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3869546","Chaussures filles","6 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3869546_uploaded_image1_1662655575.jpg)
background-image:url(https://images.coinafrique.com/thumb_3869546_uploaded_image2_1662655575.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3869546_uploaded_image3_1662655575.jpeg)"
"1766819815-89","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3886285","Chaussures enfants","15 000 CFA","Biscuiterie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3886285_uploaded_image1_1663727518.jpg)"
"1766819824-90","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3887647","Chaussures enfants","Prix sur demande","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3887647_uploaded_image1_1663793770.jpg)
background-image:url(https://images.coinafrique.com/thumb_3887647_uploaded_image2_1663793770.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3887647_uploaded_image3_1663793770.jpeg)"
"1766819833-91","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-3874870","Chaussures crocs","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3874870_uploaded_image1_1662993234.jpg)
background-image:url(https://images.coinafrique.com/thumb_3874870_uploaded_image2_1662993235.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3874870_uploaded_image3_1662993235.jpeg)"
"1766819843-92","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-3874877","Chaussures crocs","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3874877_uploaded_image1_1662993378.jpg)
background-image:url(https://images.coinafrique.com/thumb_3874877_uploaded_image2_1662993378.jpeg)"
"1766819851-93","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-3895663","Chaussures enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3895663_uploaded_image1_1664298673.jpg)
background-image:url(https://images.coinafrique.com/thumb_3895663_uploaded_image2_1664298674.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3895663_uploaded_image3_1664298674.jpeg)"
"1766819861-94","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3897395","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3897395_uploaded_image1_1664399089.jpg)
background-image:url(https://images.coinafrique.com/thumb_3897395_uploaded_image2_1664399090.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3897395_uploaded_image3_1664399090.jpeg)"
"1766819872-95","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3897399","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3897399_uploaded_image1_1664399172.jpg)
background-image:url(https://images.coinafrique.com/thumb_3897399_uploaded_image2_1664399172.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3897399_uploaded_image3_1664399172.jpeg)"
"1766819880-96","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-enfants-3920803","Chaussure enfants","15 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3920803_uploaded_image1_1665775387.jpg)
background-image:url(https://images.coinafrique.com/thumb_3920803_uploaded_image2_1665775388.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3920803_uploaded_image3_1665775388.jpeg)"
"1766819889-97","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3934730","Chaussures enfants","20 000 CFA","Biscuiterie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg)"
"1766819898-98","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3958985","Baskets enfant","20 000 CFA","Biscuiterie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3958985_uploaded_image1_1668074060.jpg)"
"1766819909-99","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-friperie-4000080","Baskets enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4000080_uploaded_image3_1670513440.jpeg)"
"1766819919-100","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-4000084","Chaussures enfant friperie","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4000084_uploaded_image1_1670513545.jpg)"
"1766819929-101","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4002819","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4002819_uploaded_image1_1670672099.jpg)"
"1766819939-102","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4024385","Chaussures enfants","20 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4024385_uploaded_image1_1672137859.jpg)"
"1766819948-103","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4002035","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4002035_uploaded_image1_1670608928.jpg)
background-image:url(https://images.coinafrique.com/thumb_4002035_uploaded_image2_1670608929.jpeg)"
"1766819958-104","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-4038403","Chaussures crocs","6 000 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4038403_uploaded_image1_1673050094.jpg)
background-image:url(https://images.coinafrique.com/thumb_4038403_uploaded_image2_1673050095.jpeg)"
"1766819967-105","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4038506","Chaussures enfants","20 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4038506_uploaded_image1_1673066961.jpg)
background-image:url(https://images.coinafrique.com/thumb_4038506_uploaded_image2_1673066962.jpeg)"
"1766819976-106","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-jordan-enfant-4040246","Chaussure Jordan enfant","7 500 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4040246_uploaded_image1_1673189828.jpg)"
"1766819986-107","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4040305","Chaussures  enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4040305_uploaded_image2_1673193273.jpeg)"
"1766819996-108","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4019759","Chaussures enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4019759_uploaded_image1_1671731981.jpg)
background-image:url(https://images.coinafrique.com/thumb_4019759_uploaded_image2_1671731981.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4019759_uploaded_image3_1671731981.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4019759_uploaded_image4_1671731981.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4019759_uploaded_image5_1671731981.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4019759_uploaded_image6_1671731981.jpeg)"
"1766820006-109","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-4060976","Pantoufles","7 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4060976_uploaded_image1_1674416715.jpg)
background-image:url(https://images.coinafrique.com/thumb_4060976_uploaded_image2_1674416715.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4060976_uploaded_image3_1674416715.jpeg)"
"1766820015-110","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4028219","Chaussures enfant","10 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4028219_uploaded_image1_1672405449.jpg)
background-image:url(https://images.coinafrique.com/thumb_4028219_uploaded_image2_1672405450.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4028219_uploaded_image3_1672405450.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4028219_uploaded_image4_1672405450.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4028219_uploaded_image5_1672405450.jpeg)"
"1766820024-111","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4081818","Chaussures  enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4081818_uploaded_image1_1675653272.jpg)
background-image:url(https://images.coinafrique.com/thumb_4081818_uploaded_image2_1675653273.jpeg)"
"1766820036-112","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059365","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4059365_uploaded_image1_1674301160.jpg)
background-image:url(https://images.coinafrique.com/thumb_4059365_uploaded_image2_1674301160.jpeg)"
"1766820045-113","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059370","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4059370_uploaded_image1_1674301238.jpg)
background-image:url(https://images.coinafrique.com/thumb_4059370_uploaded_image2_1674301239.jpeg)"
"1766820055-114","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059363","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4059363_uploaded_image1_1674301059.jpg)
background-image:url(https://images.coinafrique.com/thumb_4059363_uploaded_image2_1674301059.jpeg)"
"1766820065-115","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4050259","Chaussures enfant","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4050259_uploaded_image1_1673728537.jpg)
background-image:url(https://images.coinafrique.com/thumb_4050259_uploaded_image2_1673728538.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4050259_uploaded_image3_1673728538.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4050259_uploaded_image4_1673728538.jpeg)"
"1766820091-116","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-fourrees-fille-4110432","Bottes fourrées fille","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4110432_uploaded_image1_1677428890.jpg)
background-image:url(https://images.coinafrique.com/thumb_4110432_uploaded_image2_1677428890.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4110432_uploaded_image3_1677428890.jpeg)"
"1766820111-117","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139933","Chaussures  enfant","2 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4139933_uploaded_image1_1679181631.jpg)
background-image:url(https://images.coinafrique.com/thumb_4139933_uploaded_image2_1679181631.jpeg)"
"1766820121-118","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139937","Chaussures enfant","2 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4139937_uploaded_image1_1679215240.jpg)
background-image:url(https://images.coinafrique.com/thumb_4139937_uploaded_image2_1679215240.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4139937_uploaded_image3_1679215240.jpeg)"
"1766820133-119","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139946","Chaussures enfant","2 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4139946_uploaded_image1_1679215303.jpg)
background-image:url(https://images.coinafrique.com/thumb_4139946_uploaded_image2_1679215303.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4139946_uploaded_image3_1679215303.jpeg)"
"1766820164-120","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/crampons-pour-enfant-4101596","Crampons pour enfant","12 000 CFA","Diamniadio, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4101596_uploaded_image1_1676845748.jpg)
background-image:url(https://images.coinafrique.com/thumb_4101596_uploaded_image2_1676845748.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4101596_uploaded_image3_1676845748.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4101596_uploaded_image4_1676845748.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4101596_uploaded_image5_1676845748.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4101596_uploaded_image6_1676845748.jpeg)"
"1766820173-121","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-4140242","Chaussures enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4140242_uploaded_image1_1679226795.jpg)
background-image:url(https://images.coinafrique.com/thumb_4140242_uploaded_image2_1679226795.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4140242_uploaded_image3_1679226795.jpeg)"
"1766820183-122","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4140244","Chaussures  enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4140244_uploaded_image1_1679226845.jpg)
background-image:url(https://images.coinafrique.com/thumb_4140244_uploaded_image2_1679226846.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4140244_uploaded_image3_1679226846.jpeg)"
"1766820195-123","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4124281","Chaussures enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4124281_uploaded_image1_1678211049.jpg)
background-image:url(https://images.coinafrique.com/thumb_4124281_uploaded_image2_1678211050.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4124281_uploaded_image3_1678211050.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4124281_uploaded_image4_1678211050.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4124281_uploaded_image5_1678211050.jpeg)"
"1766820204-124","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfant-4175703","Ballerines  enfant","7 500 CFA","Sicap foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4175703_uploaded_image1_1681413005.jpg)
background-image:url(https://images.coinafrique.com/thumb_4175703_uploaded_image2_1681413005.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4175703_uploaded_image3_1681413005.jpeg)"
"1766820214-125","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4136187","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4136187_uploaded_image1_1678918009.jpg)
background-image:url(https://images.coinafrique.com/thumb_4136187_uploaded_image2_1678918009.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4136187_uploaded_image3_1678918009.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4136187_uploaded_image4_1678918009.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4136187_uploaded_image5_1678918009.jpeg)
background-image:url(https://images.coinafrique.com/thumb_4136187_uploaded_image6_1678918009.jpeg)"
"1766820224-126","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-4187241","Chaussures bébé","2 000 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4187241_uploaded_image1_1682255769.jpg)"
"1766820233-127","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165634","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4165634_uploaded_image1_1680784244.jpg)"
"1766820243-128","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165635","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4165635_uploaded_image1_1680784281.jpg)"
"1766820254-129","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165645","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4165645_uploaded_image1_1680784454.jpg)"
"1766820264-130","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165637","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4165637_uploaded_image1_1680784317.jpg)"
"1766820274-131","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165640","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4165640_uploaded_image1_1680784379.jpg)"
"1766820283-132","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-jordan-4201412","Baskets enfant  Jordan","20 000 CFA","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4201412_uploaded_image1_1683164968.jpg)"
"1766820293-133","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4173844","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4173844_uploaded_image1_1681305896.jpg)"
"1766820304-134","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4173847","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg)"
