web_scraper_order,web_scraper_start_url,container_id,type chaussures,prix,adresse,image_lien
"1766793614-43","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-superstar-5587688","Baskets Adidas superstar","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5587688_uploaded_image1_1761224531.jpg)
background-image:url(https://images.coinafrique.com/thumb_5587688_uploaded_image2_1761224532.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5587688_uploaded_image3_1761224532.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5587688_uploaded_image4_1761224532.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5587688_uploaded_image5_1761224532.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5587688_uploaded_image6_1761224532.jpeg)"
"1766793623-44","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5595866","Sandales homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5595866_uploaded_image1_1761763043.jpg)
background-image:url(https://images.coinafrique.com/thumb_5595866_uploaded_image2_1761763044.jpeg)"
"1766793638-45","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-cuir-5595893","Sandales en cuir","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5595893_uploaded_image1_1761763941.jpg)
background-image:url(https://images.coinafrique.com/thumb_5595893_uploaded_image2_1761763941.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5595893_uploaded_image3_1761763941.jpeg)"
"1766793647-46","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5557732","Baskets New Balance","25 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5557732_uploaded_image1_1759538261.jpg)
background-image:url(https://images.coinafrique.com/thumb_5557732_uploaded_image2_1759538261.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5557732_uploaded_image3_1759538261.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5557732_uploaded_image4_1759538261.jpeg)"
"1766793656-47","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-all-star-5599179","Baskets All Star","15 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5599179_uploaded_image1_1761936293.jpg)"
"1766793665-48","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/bottes-homme-5600232","Bottes homme","28 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5600232_uploaded_image1_1762007958.jpg)
background-image:url(https://images.coinafrique.com/thumb_5600232_uploaded_image2_1762007958.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5600232_uploaded_image3_1762007958.jpeg)"
"1766793674-49","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600233","Chaussures homme","30 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5600233_uploaded_image1_1762008119.jpg)
background-image:url(https://images.coinafrique.com/thumb_5600233_uploaded_image2_1762008120.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5600233_uploaded_image3_1762008120.jpeg)"
"1766793684-50","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600236","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5600236_uploaded_image1_1762008222.jpg)
background-image:url(https://images.coinafrique.com/thumb_5600236_uploaded_image2_1762008222.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5600236_uploaded_image3_1762008222.jpeg)"
"1766793699-51","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600240","Chaussures homme","30 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5600240_uploaded_image1_1762008540.jpg)
background-image:url(https://images.coinafrique.com/thumb_5600240_uploaded_image2_1762008540.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5600240_uploaded_image3_1762008540.jpeg)"
"1766793708-52","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-bouts-5600244","Chaussures bouts","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5600244_uploaded_image1_1762008703.jpg)
background-image:url(https://images.coinafrique.com/thumb_5600244_uploaded_image2_1762008703.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5600244_uploaded_image3_1762008703.jpeg)"
"1766793718-53","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5600246","Mocassins homme","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5600246_uploaded_image1_1762008803.jpg)
background-image:url(https://images.coinafrique.com/thumb_5600246_uploaded_image2_1762008803.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5600246_uploaded_image3_1762008803.jpeg)"
"1766793727-54","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600252","Chaussures homme","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5600252_uploaded_image1_1762008921.jpg)
background-image:url(https://images.coinafrique.com/thumb_5600252_uploaded_image2_1762008921.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5600252_uploaded_image3_1762008921.jpeg)"
"1766793736-55","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5603000","Baskets Adidas","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5603000_uploaded_image1_1762171793.jpg)"
"1766793745-56","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5603314","Chaussures hommes","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5603314_uploaded_image1_1762181979.jpg)
background-image:url(https://images.coinafrique.com/thumb_5603314_uploaded_image2_1762181980.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5603314_uploaded_image3_1762181980.jpeg)"
"1766793754-57","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5604075","Baskets New Balance","16 900 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5604075_uploaded_image1_1762212336.jpg)
background-image:url(https://images.coinafrique.com/thumb_5604075_uploaded_image2_1762212336.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5604075_uploaded_image3_1762212336.jpeg)"
"1766793762-58","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-tn-5604077","Baskets TN","16 900 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5604077_uploaded_image1_1762212426.jpg)
background-image:url(https://images.coinafrique.com/thumb_5604077_uploaded_image2_1762212427.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5604077_uploaded_image3_1762212427.jpeg)"
"1766793778-59","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5604084","Baskets New Balance","16 900 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5604084_uploaded_image1_1762212669.jpg)
background-image:url(https://images.coinafrique.com/thumb_5604084_uploaded_image2_1762212669.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5604084_uploaded_image3_1762212669.jpeg)"
"1766793787-60","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-alexandre-mc-queen-5607540","Sandales Alexandre MC Queen","5 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5607540_uploaded_image1_1762380090.jpg)
background-image:url(https://images.coinafrique.com/thumb_5607540_uploaded_image2_1762380091.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5607540_uploaded_image3_1762380091.jpeg)"
"1766793796-61","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5608086","Chaussures  homme","1 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5608086_uploaded_image1_1762416663.jpg)
background-image:url(https://images.coinafrique.com/thumb_5608086_uploaded_image2_1762416663.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5608086_uploaded_image3_1762416663.jpeg)"
"1766793803-62","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5608405","Chaussures  homme","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5608405_uploaded_image1_1762426274.jpg)
background-image:url(https://images.coinafrique.com/thumb_5608405_uploaded_image2_1762426274.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5608405_uploaded_image3_1762426274.jpeg)"
"1766793812-63","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5608889","Chaussures homme","13 500 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5608889_uploaded_image1_1762441070.jpg)
background-image:url(https://images.coinafrique.com/thumb_5608889_uploaded_image2_1762441071.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5608889_uploaded_image3_1762441071.jpeg)"
"1766793821-64","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5609229","Chaussures homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5609229_uploaded_image1_1762455773.jpg)
background-image:url(https://images.coinafrique.com/thumb_5609229_uploaded_image2_1762455773.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5609229_uploaded_image3_1762455773.jpeg)"
"1766793833-65","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5609232","Chaussures hommes","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5609232_uploaded_image1_1762455930.jpg)
background-image:url(https://images.coinafrique.com/thumb_5609232_uploaded_image2_1762455930.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5609232_uploaded_image3_1762455930.jpeg)"
"1766793842-66","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5610109","Chaussures  homme","6 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5610109_uploaded_image1_1762509011.jpg)
background-image:url(https://images.coinafrique.com/thumb_5610109_uploaded_image2_1762509012.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5610109_uploaded_image3_1762509012.jpeg)"
"1766793850-67","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sneakers-homme-5610449","Sneakers homme","15 000 CFA","Almadies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5610449_uploaded_image1_1762521706.jpg)
background-image:url(https://images.coinafrique.com/thumb_5610449_uploaded_image2_1762521707.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5610449_uploaded_image3_1762521707.jpeg)"
"1766793860-68","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-5610456","Chaussures en cuir","16 000 CFA","Almadies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5610456_uploaded_image1_1762521928.jpg)
background-image:url(https://images.coinafrique.com/thumb_5610456_uploaded_image2_1762521928.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5610456_uploaded_image3_1762521928.jpeg)"
"1766793869-69","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sandale-orthopedique-birkenstock-5569336","Sandale Orthopédique Birkenstock","29 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5569336_uploaded_image1_1760194310.jpg)"
"1766793878-70","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-5613411","Baskets Nike","25 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5613411_uploaded_image1_1762726719.jpg)
background-image:url(https://images.coinafrique.com/thumb_5613411_uploaded_image2_1762726720.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5613411_uploaded_image3_1762726720.jpeg)"
"1766793888-71","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5616009","Babouches  homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5616009_uploaded_image1_1762860359.jpg)
background-image:url(https://images.coinafrique.com/thumb_5616009_uploaded_image2_1762860360.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5616009_uploaded_image3_1762860360.jpeg)"
"1766793897-72","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5616251","Babouches  homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5616251_uploaded_image1_1762866056.jpg)
background-image:url(https://images.coinafrique.com/thumb_5616251_uploaded_image2_1762866057.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5616251_uploaded_image3_1762866057.jpeg)"
"1766793906-73","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/balenciaga-5618425","Balenciaga","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5618425_uploaded_image1_1762956121.jpg)"
"1766793914-74","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5618698","Babouches  homme","10 000 CFA","Point E, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5618698_uploaded_image1_1762962167.jpg)
background-image:url(https://images.coinafrique.com/thumb_5618698_uploaded_image2_1762962168.jpeg)"
"1766793923-75","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5618775","Babouches  homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5618775_uploaded_image1_1762964709.jpg)
background-image:url(https://images.coinafrique.com/thumb_5618775_uploaded_image2_1762964709.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5618775_uploaded_image3_1762964709.jpeg)"
"1766793945-76","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/tapettes-homme-5618783","Tapettes homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5618783_uploaded_image1_1762964858.jpg)
background-image:url(https://images.coinafrique.com/thumb_5618783_uploaded_image2_1762964859.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5618783_uploaded_image3_1762964859.jpeg)"
"1766793955-77","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5619673","Babouches  homme","10 000 CFA","Point E, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5619673_uploaded_image1_1763023060.jpg)
background-image:url(https://images.coinafrique.com/thumb_5619673_uploaded_image2_1763023060.jpeg)"
"1766793963-78","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5621182","Chaussures homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5621182_uploaded_image1_1763077582.jpg)
background-image:url(https://images.coinafrique.com/thumb_5621182_uploaded_image2_1763077582.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5621182_uploaded_image3_1763077582.jpeg)"
"1766793973-79","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hugo-boss-5622144","Chaussures Hugo Boss","25 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5622144_uploaded_image1_1763141369.jpg)
background-image:url(https://images.coinafrique.com/thumb_5622144_uploaded_image2_1763141370.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5622144_uploaded_image3_1763141370.jpeg)"
"1766793981-80","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5623102","Chaussures  homme","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5623102_uploaded_image1_1763203756.jpg)
background-image:url(https://images.coinafrique.com/thumb_5623102_uploaded_image2_1763203757.jpeg)"
"1766793991-81","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-pour-homme-5624803","Chaussures en cuir pour homme","10 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5624803_uploaded_image1_1763314804.jpg)
background-image:url(https://images.coinafrique.com/thumb_5624803_uploaded_image2_1763314804.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5624803_uploaded_image3_1763314804.jpeg)"
"1766794000-82","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5625915","Chaussures  homme","15 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5625915_uploaded_image1_1763379573.jpg)
background-image:url(https://images.coinafrique.com/thumb_5625915_uploaded_image2_1763379573.jpeg)"
"1766794008-83","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5627951","Sandales homme","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5627951_uploaded_image1_1763472221.jpg)
background-image:url(https://images.coinafrique.com/thumb_5627951_uploaded_image2_1763472221.jpeg)"
"1766794019-84","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-daim-zara-5630025","Chaussures en daim Zara","25 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5630025_uploaded_image1_1763560555.jpg)
background-image:url(https://images.coinafrique.com/thumb_5630025_uploaded_image2_1763560556.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5630025_uploaded_image3_1763560556.jpeg)"
"1766794035-85","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asics-5630752","Baskets Asics","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5630752_uploaded_image1_1763589625.jpg)
background-image:url(https://images.coinafrique.com/thumb_5630752_uploaded_image2_1763589625.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5630752_uploaded_image3_1763589625.jpeg)"
"1766794046-86","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5637204","Chaussures homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5637204_uploaded_image1_1763926350.jpg)
background-image:url(https://images.coinafrique.com/thumb_5637204_uploaded_image2_1763926350.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5637204_uploaded_image3_1763926350.jpeg)"
"1766794056-87","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640219","Chaussures  homme","25 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5640219_uploaded_image1_1764075154.jpg)
background-image:url(https://images.coinafrique.com/thumb_5640219_uploaded_image2_1764075154.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5640219_uploaded_image3_1764075154.jpeg)"
"1766794068-88","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640258","Chaussures  homme","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5640258_uploaded_image1_1764076664.jpg)
background-image:url(https://images.coinafrique.com/thumb_5640258_uploaded_image2_1764076665.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5640258_uploaded_image3_1764076665.jpeg)"
"1766794078-89","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640260","Chaussures  homme","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5640260_uploaded_image1_1764076783.jpg)
background-image:url(https://images.coinafrique.com/thumb_5640260_uploaded_image2_1764076783.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5640260_uploaded_image3_1764076783.jpeg)"
"1766794088-90","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640318","Chaussures  homme","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5640318_uploaded_image1_1764078147.jpg)
background-image:url(https://images.coinafrique.com/thumb_5640318_uploaded_image2_1764078147.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5640318_uploaded_image3_1764078147.jpeg)"
"1766794102-91","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640323","Chaussures  homme","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5640323_uploaded_image1_1764078277.jpg)
background-image:url(https://images.coinafrique.com/thumb_5640323_uploaded_image2_1764078277.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5640323_uploaded_image3_1764078277.jpeg)"
"1766794112-92","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5642098","Chaussures  homme","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5642098_uploaded_image1_1764157446.jpg)
background-image:url(https://images.coinafrique.com/thumb_5642098_uploaded_image2_1764157447.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5642098_uploaded_image3_1764157447.jpeg)"
"1766794122-93","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-avec-chapeau-5646401","Chaussures avec chapeau","8 000 CFA","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5646401_uploaded_image1_1764371645.jpg)
background-image:url(https://images.coinafrique.com/thumb_5646401_uploaded_image2_1764371645.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5646401_uploaded_image3_1764371645.jpeg)"
"1766794137-94","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-avec-chapeau-5646405","Chaussures avec chapeau","8 000 CFA","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5646405_uploaded_image1_1764371847.jpg)
background-image:url(https://images.coinafrique.com/thumb_5646405_uploaded_image2_1764371847.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5646405_uploaded_image3_1764371847.jpeg)"
"1766794155-95","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-friperie-5647291","Chaussures Friperie","4 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5647291_uploaded_image1_1764432742.jpg)"
"1766794169-96","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louis-vuitton-5653840","Chaussures Louis Vuitton","25 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5653840_uploaded_image1_1764763564.jpg)
background-image:url(https://images.coinafrique.com/thumb_5653840_uploaded_image2_1764763564.jpeg)"
"1766794182-97","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nocta-5653847","Baskets Nocta","25 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5653847_uploaded_image1_1764763835.jpg)
background-image:url(https://images.coinafrique.com/thumb_5653847_uploaded_image2_1764763836.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5653847_uploaded_image3_1764763836.jpeg)"
"1766794201-98","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654945","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5654945_uploaded_image1_1764813406.jpg)
background-image:url(https://images.coinafrique.com/thumb_5654945_uploaded_image2_1764813407.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5654945_uploaded_image3_1764813407.jpeg)"
"1766794212-99","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654962","Chaussures  homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5654962_uploaded_image1_1764815112.jpg)
background-image:url(https://images.coinafrique.com/thumb_5654962_uploaded_image2_1764815112.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5654962_uploaded_image3_1764815112.jpeg)"
"1766794224-100","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654964","Chaussures homme","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5654964_uploaded_image1_1764815249.jpg)
background-image:url(https://images.coinafrique.com/thumb_5654964_uploaded_image2_1764815249.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5654964_uploaded_image3_1764815249.jpeg)"
"1766794234-101","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5656226","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656226_uploaded_image1_1764870869.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656226_uploaded_image2_1764870870.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656226_uploaded_image3_1764870870.jpeg)"
